% function evaluation | noise-free fitness - Fopt (1.238300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
20043 +2.401934981e+01 +2.401934981e+01 +1.478493498e+02 +1.478493498e+02 -1.5014e-01 +4.2427e-01 +6.4768e-01 -1.3113e-01 -6.4812e-01 +3.4537e-02 +5.3598e-01 +5.6326e-02 -6.0327e-02 -9.9979e-01 +2.7207e-01 +1.2071e-01 -3.7116e-01 +3.9313e-02 +5.8774e-01 +6.5128e-01 -9.8608e-01 +2.4102e-02 -1.2234e-01 -1.4887e-02
22317 +2.171606456e+01 +2.171606456e+01 +1.455460646e+02 +1.455460646e+02 -1.2213e-01 +5.2280e-01 +7.8377e-01 -1.2144e-01 -6.0489e-01 +2.8110e-02 +7.0355e-01 +8.7809e-02 +5.1996e-02 -9.6930e-01 +1.8976e-01 +1.8208e-01 -3.4368e-01 +6.5907e-02 +5.7155e-01 +5.4774e-01 -9.7500e-01 +2.1247e-02 -1.3127e-01 -1.9656e-02
27027 +2.073880751e+01 +2.073880751e+01 +1.445688075e+02 +1.445688075e+02 -1.3616e-01 +4.5984e-01 +6.2706e-01 -4.3818e-02 -6.2826e-01 +1.8298e-02 +6.6388e-01 +5.9900e-02 +6.5439e-02 -1.0610e+00 +2.4498e-01 +9.5915e-02 -3.3264e-01 +2.6029e-02 +6.7345e-01 +5.2225e-01 -9.7852e-01 -6.5963e-03 -2.3274e-01 +3.7223e-02
27364 +2.012577932e+01 +2.012577932e+01 +1.439557793e+02 +1.439557793e+02 -1.0992e-01 +4.0499e-01 +6.6424e-01 +3.0357e-03 -6.3272e-01 +7.0618e-02 +7.4466e-01 +1.3286e-01 +4.6244e-03 -1.0677e+00 +2.5000e-01 +1.4033e-01 -2.8344e-01 +3.2516e-03 +6.7493e-01 +5.6557e-01 -1.0417e+00 +3.9943e-02 -1.8318e-01 +2.5682e-02
27481 +1.992313133e+01 +1.992313133e+01 +1.437531313e+02 +1.437531313e+02 -1.3956e-01 +4.3893e-01 +7.0314e-01 -5.7824e-03 -6.7492e-01 +2.8676e-02 +6.7701e-01 +1.2297e-01 +3.1002e-02 -1.1255e+00 +2.5271e-01 +2.0718e-01 -3.2381e-01 +3.3675e-02 +6.2366e-01 +5.2656e-01 -1.0219e+00 +3.2001e-02 -1.9723e-01 -1.5764e-02
29524 +1.935465227e+01 +1.935465227e+01 +1.431846523e+02 +1.431846523e+02 -1.3357e-01 +4.9791e-01 +6.9084e-01 -2.6353e-02 -6.6052e-01 +4.2963e-02 +6.6689e-01 +1.4359e-01 +6.8335e-02 -1.0603e+00 +2.3157e-01 +1.7187e-01 -2.9644e-01 +5.2347e-02 +6.5715e-01 +5.7923e-01 -9.8601e-01 +4.3981e-02 -1.8449e-01 -6.4017e-02
31696 +1.904226548e+01 +1.904226548e+01 +1.428722655e+02 +1.428722655e+02 -1.5094e-01 +4.8490e-01 +6.9732e-01 -1.7586e-02 -6.7911e-01 +3.4000e-02 +6.6699e-01 +1.3442e-01 +2.1963e-02 -1.0615e+00 +2.5431e-01 +1.4921e-01 -3.1547e-01 +1.8731e-02 +6.6686e-01 +5.3222e-01 -9.9624e-01 +3.9716e-02 -2.2679e-01 -4.2040e-02
36944 +1.859058909e+01 +1.859058909e+01 +1.424205891e+02 +1.424205891e+02 -1.4695e-01 +5.0989e-01 +6.9441e-01 -4.2024e-02 -6.2986e-01 +1.5548e-02 +6.2919e-01 +1.0744e-01 +5.2651e-02 -1.0327e+00 +2.5702e-01 +1.5098e-01 -3.4152e-01 +4.7998e-02 +6.5402e-01 +5.6351e-01 -9.8334e-01 +1.5942e-02 -1.3804e-01 -2.4398e-03
41298 +1.819198990e+01 +1.819198990e+01 +1.420219899e+02 +1.420219899e+02 -1.2503e-01 +5.3197e-01 +6.9770e-01 -6.1590e-02 -6.4364e-01 +3.8610e-03 +5.8616e-01 +1.2015e-01 +6.2240e-02 -1.0195e+00 +2.2403e-01 +1.7977e-01 -3.4986e-01 +6.5036e-02 +6.2682e-01 +5.6088e-01 -1.0114e+00 -1.1932e-02 -1.2108e-01 -3.6300e-03
50131 +1.777264540e+01 +1.777264540e+01 +1.416026454e+02 +1.416026454e+02 -1.1822e-01 +5.4659e-01 +7.3410e-01 -9.4471e-02 -6.0993e-01 -2.9300e-02 +5.2522e-01 +1.1303e-01 +9.0582e-02 -9.6707e-01 +1.6963e-01 +2.2230e-01 -3.4863e-01 +1.1856e-01 +5.9730e-01 +5.6826e-01 -1.0139e+00 -6.0165e-02 -3.2855e-02 -3.5569e-03
57775 +1.737642302e+01 +1.737642302e+01 +1.412064230e+02 +1.412064230e+02 -1.1022e-01 +5.5441e-01 +7.7834e-01 -1.3514e-01 -5.6816e-01 -6.4451e-02 +4.6614e-01 +1.0015e-01 +1.0865e-01 -9.1524e-01 +1.0933e-01 +2.6252e-01 -3.4845e-01 +1.6624e-01 +5.8458e-01 +5.7996e-01 -1.0142e+00 -1.0514e-01 +4.1513e-02 +9.9981e-03
65929 +1.697923541e+01 +1.697923541e+01 +1.408092354e+02 +1.408092354e+02 -1.0409e-01 +5.3461e-01 +8.2221e-01 -1.6211e-01 -5.2453e-01 -7.5176e-02 +4.0767e-01 +9.7918e-02 +1.1004e-01 -8.4829e-01 +4.8201e-02 +2.9496e-01 -3.4328e-01 +2.1840e-01 +5.7795e-01 +5.8907e-01 -1.0144e+00 -1.3322e-01 +1.2663e-01 +3.8305e-02
73631 +1.659000852e+01 +1.659000852e+01 +1.404200085e+02 +1.404200085e+02 -1.1005e-01 +4.9860e-01 +8.5477e-01 -2.0263e-01 -4.9060e-01 -1.0731e-01 +3.6778e-01 +8.3392e-02 +9.3331e-02 -7.9012e-01 -6.6788e-03 +3.4437e-01 -3.3467e-01 +2.3906e-01 +5.7849e-01 +5.9279e-01 -1.0103e+00 -1.5248e-01 +2.0222e-01 +7.4924e-02
82828 +1.620365674e+01 +1.620365674e+01 +1.400336567e+02 +1.400336567e+02 -1.0729e-01 +4.6446e-01 +8.7144e-01 -2.3726e-01 -4.3792e-01 -1.3292e-01 +3.3101e-01 +8.0726e-02 +5.9630e-02 -7.2799e-01 -6.3415e-02 +3.9468e-01 -3.1647e-01 +2.6163e-01 +5.7881e-01 +5.9965e-01 -1.0052e+00 -1.6037e-01 +2.6920e-01 +1.1637e-01
91397 +1.584397167e+01 +1.584397167e+01 +1.396739717e+02 +1.396739717e+02 -1.0663e-01 +4.2525e-01 +8.7750e-01 -2.7845e-01 -3.9180e-01 -1.5430e-01 +3.1152e-01 +7.4491e-02 +2.6916e-02 -6.8539e-01 -1.0826e-01 +4.4506e-01 -3.0681e-01 +2.7772e-01 +5.8465e-01 +6.0206e-01 -9.8445e-01 -1.6820e-01 +3.3947e-01 +1.7170e-01
101836 +1.548471835e+01 +1.548471835e+01 +1.393147184e+02 +1.393147184e+02 -1.0027e-01 +3.9068e-01 +8.6230e-01 -3.3212e-01 -3.4209e-01 -1.8214e-01 +3.1447e-01 +6.0633e-02 -9.1196e-03 -6.2743e-01 -1.5026e-01 +4.9491e-01 -2.9355e-01 +2.7952e-01 +5.9643e-01 +5.9664e-01 -9.6332e-01 -1.6428e-01 +4.0787e-01 +2.2898e-01
110943 +1.513475471e+01 +1.513475471e+01 +1.389647547e+02 +1.389647547e+02 -1.0334e-01 +3.6055e-01 +8.3123e-01 -3.5846e-01 -2.8935e-01 -2.0872e-01 +3.1109e-01 +5.0439e-02 -4.6339e-02 -5.8277e-01 -1.7901e-01 +5.4913e-01 -2.8276e-01 +2.8157e-01 +5.9438e-01 +6.0292e-01 -9.5288e-01 -1.5796e-01 +4.6095e-01 +3.0781e-01
120427 +1.478930526e+01 +1.478930526e+01 +1.386193053e+02 +1.386193053e+02 -9.6361e-02 +3.4933e-01 +8.0198e-01 -3.7145e-01 -2.3397e-01 -2.2033e-01 +3.2291e-01 +3.1506e-02 -6.8120e-02 -5.5574e-01 -2.1163e-01 +5.8490e-01 -2.7018e-01 +2.7901e-01 +5.8392e-01 +6.0110e-01 -9.2302e-01 -1.4389e-01 +5.2048e-01 +3.7277e-01
128163 +1.444904316e+01 +1.444904316e+01 +1.382790432e+02 +1.382790432e+02 -1.0030e-01 +3.3762e-01 +7.5461e-01 -3.9342e-01 -1.7366e-01 -2.2970e-01 +3.3476e-01 +1.2381e-02 -9.7784e-02 -5.2976e-01 -2.5052e-01 +6.2170e-01 -2.5220e-01 +2.6479e-01 +5.6388e-01 +5.9650e-01 -8.9412e-01 -1.3138e-01 +5.6678e-01 +4.5674e-01
135178 +1.411820697e+01 +1.411820697e+01 +1.379482070e+02 +1.379482070e+02 -1.0721e-01 +3.3405e-01 +7.0855e-01 -4.0520e-01 -1.3827e-01 -2.3938e-01 +3.4507e-01 +1.1713e-02 -1.1269e-01 -5.0111e-01 -2.7274e-01 +6.5354e-01 -2.3801e-01 +2.5844e-01 +5.3804e-01 +5.9100e-01 -8.7015e-01 -1.0707e-01 +6.1887e-01 +5.2973e-01
146739 +1.379917641e+01 +1.379917641e+01 +1.376291764e+02 +1.376291764e+02 -1.2225e-01 +3.4068e-01 +6.3111e-01 -3.9469e-01 -8.3626e-02 -2.1790e-01 +3.5881e-01 +1.5615e-02 -1.2362e-01 -4.6039e-01 -3.0024e-01 +6.8965e-01 -2.1960e-01 +2.3430e-01 +4.9970e-01 +5.8088e-01 -8.2592e-01 -8.2755e-02 +6.8497e-01 +6.2818e-01
156147 +1.348856745e+01 +1.348856745e+01 +1.373185674e+02 +1.373185674e+02 -1.3782e-01 +3.1894e-01 +5.9670e-01 -3.9337e-01 -5.1388e-02 -2.2206e-01 +3.6135e-01 +1.0851e-02 -1.0938e-01 -4.5074e-01 -3.1281e-01 +7.0087e-01 -2.0094e-01 +2.1661e-01 +4.5965e-01 +5.7407e-01 -8.1687e-01 -7.0621e-02 +7.2591e-01 +6.8296e-01
164452 +1.316891062e+01 +1.316891062e+01 +1.369989106e+02 +1.369989106e+02 -1.5038e-01 +3.3012e-01 +5.5286e-01 -3.9234e-01 -2.7973e-02 -1.9565e-01 +3.6259e-01 +2.7741e-02 -1.1350e-01 -4.2602e-01 -3.4004e-01 +7.2037e-01 -1.8081e-01 +1.8391e-01 +4.0470e-01 +5.5904e-01 -7.9539e-01 -4.3423e-02 +7.7350e-01 +7.3815e-01
173888 +1.287997857e+01 +1.287997857e+01 +1.367099786e+02 +1.367099786e+02 -1.7108e-01 +3.2438e-01 +4.7819e-01 -3.7418e-01 -1.7201e-02 -1.6795e-01 +3.6477e-01 +5.3761e-02 -1.0146e-01 -3.9588e-01 -3.5226e-01 +7.3235e-01 -1.6257e-01 +1.5829e-01 +3.6193e-01 +5.5626e-01 -7.9136e-01 -1.6023e-02 +8.1393e-01 +7.8464e-01
182951 +1.258418162e+01 +1.258418162e+01 +1.364141816e+02 +1.364141816e+02 -1.8108e-01 +3.2795e-01 +4.3854e-01 -3.6416e-01 -2.9329e-03 -1.3886e-01 +3.5905e-01 +8.3559e-02 -9.0247e-02 -3.6184e-01 -3.8380e-01 +7.6361e-01 -1.5396e-01 +1.2443e-01 +2.9866e-01 +5.3927e-01 -7.7297e-01 +1.4142e-02 +8.4608e-01 +8.1705e-01
190556 +1.229503003e+01 +1.229503003e+01 +1.361250300e+02 +1.361250300e+02 -1.9920e-01 +3.2447e-01 +3.9141e-01 -3.6135e-01 +5.4598e-03 -1.1542e-01 +3.5024e-01 +1.2037e-01 -7.4293e-02 -3.3375e-01 -3.9181e-01 +7.6826e-01 -1.3294e-01 +9.6646e-02 +2.4008e-01 +5.4036e-01 -7.5512e-01 +4.3417e-02 +8.7349e-01 +8.4958e-01
230558 +1.200585264e+01 +1.200585264e+01 +1.358358526e+02 +1.358358526e+02 -2.3165e-01 +3.2127e-01 +2.5643e-01 -3.4354e-01 -1.5902e-02 -5.7150e-02 +3.3594e-01 +2.2537e-01 -4.2303e-02 -2.4559e-01 -4.7997e-01 +8.3714e-01 -1.0936e-01 +2.7615e-02 +1.3016e-01 +5.1479e-01 -7.1905e-01 +1.0856e-01 +9.1404e-01 +8.8900e-01
260660 +1.145060423e+01 +1.145060423e+01 +1.352806042e+02 +1.352806042e+02 -2.4352e-01 +2.9701e-01 +1.9766e-01 -3.1325e-01 -1.3130e-02 -2.6626e-02 +3.2746e-01 +3.1055e-01 +3.6654e-03 -1.6161e-01 -5.6486e-01 +8.8909e-01 -1.2229e-01 -4.0690e-02 +3.5830e-02 +5.0295e-01 -6.6584e-01 +1.7462e-01 +8.7578e-01 +9.1421e-01
280407 +1.120882197e+01 +1.120882197e+01 +1.350388220e+02 +1.350388220e+02 -2.2489e-01 +2.8187e-01 +1.7539e-01 -2.7058e-01 -1.2331e-02 -1.0205e-02 +3.0297e-01 +3.3948e-01 +1.3772e-02 -1.1614e-01 -5.8834e-01 +9.4512e-01 -1.1498e-01 -6.7051e-02 -1.1506e-03 +5.1734e-01 -6.3771e-01 +1.3115e-01 +8.6557e-01 +8.7697e-01
285173 +1.094883094e+01 +1.094883094e+01 +1.347788309e+02 +1.347788309e+02 -2.0569e-01 +2.9126e-01 +1.7389e-01 -2.4568e-01 -1.9866e-03 -1.2238e-02 +2.9716e-01 +3.4384e-01 +3.2602e-02 -8.6403e-02 -5.8572e-01 +9.2758e-01 -1.0941e-01 -8.0680e-02 -2.2070e-02 +5.0519e-01 -6.0930e-01 +1.7577e-01 +8.2579e-01 +8.9844e-01
297243 +1.070736657e+01 +1.070736657e+01 +1.345373666e+02 +1.345373666e+02 -2.2451e-01 +2.8017e-01 +1.3673e-01 -2.5910e-01 -1.2250e-02 -1.3406e-02 +2.8895e-01 +3.7952e-01 +3.9137e-02 -9.2743e-02 -6.2017e-01 +9.5758e-01 -1.0447e-01 -8.3771e-02 -4.4258e-02 +5.0112e-01 -6.1385e-01 +1.6441e-01 +8.0871e-01 +8.9522e-01
318406 +1.033613673e+01 +1.033613673e+01 +1.341661367e+02 +1.341661367e+02 -1.9441e-01 +2.6895e-01 +1.1880e-01 -2.1182e-01 -1.7948e-02 +3.6454e-03 +2.9664e-01 +4.6651e-01 +5.4645e-02 -1.9756e-02 -6.7083e-01 +1.0040e+00 -9.9961e-02 -1.3289e-01 -1.1722e-01 +4.7085e-01 -5.5810e-01 +1.5273e-01 +7.7561e-01 +8.8783e-01
350180 +1.004012687e+01 +1.004012687e+01 +1.338701269e+02 +1.338701269e+02 -1.6575e-01 +2.0567e-01 +7.6112e-02 -1.6945e-01 +2.6549e-02 -5.8712e-02 +2.6051e-01 +5.7398e-01 +8.6016e-02 -2.4498e-02 -7.3334e-01 +1.0692e+00 -9.8357e-02 -1.9860e-01 -2.4447e-01 +3.8649e-01 -4.2402e-01 +1.0417e-01 +6.7286e-01 +8.6625e-01
401984 +9.902997698e+00 +9.902997698e+00 +1.337329977e+02 +1.337329977e+02 -1.6501e-01 +1.7991e-01 +7.9441e-02 -1.3891e-01 +1.5699e-02 -6.3038e-02 +2.4785e-01 +5.5745e-01 +9.3735e-02 +1.4175e-02 -7.9487e-01 +1.0834e+00 -9.9677e-02 -2.0375e-01 -2.2674e-01 +3.6860e-01 -3.9929e-01 +1.0900e-01 +6.8666e-01 +8.4879e-01
403788 +9.703059991e+00 +9.703059991e+00 +1.335330600e+02 +1.335330600e+02 -1.1751e-01 +1.7665e-01 +7.6986e-02 -1.3154e-01 +1.9344e-02 -6.4032e-02 +2.4565e-01 +5.5416e-01 +5.7615e-02 +1.1142e-03 -7.6085e-01 +1.0970e+00 -9.2400e-02 -2.0288e-01 -2.5625e-01 +3.6947e-01 -4.2854e-01 +1.1080e-01 +6.7319e-01 +8.4637e-01
406263 +9.525242921e+00 +9.525242921e+00 +1.333552429e+02 +1.333552429e+02 -1.6253e-01 +1.7896e-01 +6.7426e-02 -1.5010e-01 +5.6095e-03 -5.5805e-02 +2.5993e-01 +5.8201e-01 +1.1110e-01 -4.4316e-03 -7.8199e-01 +1.1066e+00 -8.4036e-02 -2.2473e-01 -2.4722e-01 +3.7609e-01 -4.0502e-01 +9.9175e-02 +6.6915e-01 +8.7296e-01
433366 +9.299161910e+00 +9.299161910e+00 +1.331291619e+02 +1.331291619e+02 -9.5030e-02 +1.2281e-01 +4.1288e-02 -9.8750e-02 -1.2311e-04 -1.1103e-01 +2.1963e-01 +5.9415e-01 +1.1059e-01 +8.2220e-03 -7.9241e-01 +1.1535e+00 -6.0953e-02 -2.5135e-01 -3.1750e-01 +2.7340e-01 -3.0351e-01 +7.3251e-02 +6.4555e-01 +8.1158e-01
434624 +9.085390859e+00 +9.085390859e+00 +1.329153909e+02 +1.329153909e+02 -8.4873e-02 +1.2897e-01 +4.0274e-02 -9.5399e-02 +7.0279e-03 -8.3316e-02 +2.2567e-01 +5.9215e-01 +9.8383e-02 +1.5879e-03 -8.2329e-01 +1.1860e+00 -6.4721e-02 -2.8019e-01 -3.2648e-01 +2.7987e-01 -3.0861e-01 +6.3325e-02 +6.3903e-01 +8.1754e-01
445989 +8.892961066e+00 +8.892961066e+00 +1.327229611e+02 +1.327229611e+02 -8.4481e-02 +1.2719e-01 +5.7913e-02 -8.8103e-02 +2.5240e-02 -8.8449e-02 +2.2359e-01 +6.0085e-01 +1.0191e-01 +1.1583e-02 -8.1613e-01 +1.1520e+00 -7.3047e-02 -2.8060e-01 -3.3561e-01 +2.8624e-01 -3.0626e-01 +5.2972e-02 +6.1102e-01 +8.0403e-01
460698 +8.679335340e+00 +8.679335340e+00 +1.325093353e+02 +1.325093353e+02 -6.3883e-02 +1.1080e-01 +6.0813e-02 -6.8237e-02 +3.2822e-02 -1.1077e-01 +2.2166e-01 +6.1229e-01 +1.2039e-01 +3.1668e-03 -8.3816e-01 +1.1726e+00 -6.3513e-02 -3.0934e-01 -3.5699e-01 +2.5643e-01 -2.8110e-01 +5.1731e-02 +6.1683e-01 +8.0560e-01
466392 +8.510690835e+00 +8.510690835e+00 +1.323406908e+02 +1.323406908e+02 -5.1141e-02 +9.5762e-02 +3.5312e-02 -5.0706e-02 +2.1258e-02 -1.1124e-01 +2.0646e-01 +6.0924e-01 +1.1918e-01 -5.7925e-03 -8.3046e-01 +1.1928e+00 -5.4504e-02 -3.0780e-01 -3.7951e-01 +2.3542e-01 -2.5884e-01 +4.5291e-02 +6.0286e-01 +7.8913e-01
474813 +8.307738560e+00 +8.307738560e+00 +1.321377386e+02 +1.321377386e+02 -3.1666e-02 +7.5652e-02 +4.6598e-02 -3.5043e-02 +2.6796e-02 -1.2516e-01 +1.9891e-01 +6.0329e-01 +1.1619e-01 -5.8414e-03 -8.3171e-01 +1.2006e+00 -4.4864e-02 -3.2532e-01 -3.9938e-01 +2.1428e-01 -2.3450e-01 +4.0653e-02 +6.0826e-01 +7.7221e-01
487559 +8.115988236e+00 +8.115988236e+00 +1.319459882e+02 +1.319459882e+02 +2.3064e-02 +4.7393e-02 +4.8465e-02 +1.6208e-02 +2.4110e-02 -1.5524e-01 +1.6797e-01 +5.9490e-01 +1.1994e-01 -1.5695e-02 -8.4614e-01 +1.2268e+00 -3.9864e-02 -3.5952e-01 -4.3721e-01 +1.6146e-01 -1.8807e-01 +3.5332e-02 +5.8868e-01 +7.4233e-01
496599 +7.915385795e+00 +7.915385795e+00 +1.317453858e+02 +1.317453858e+02 +4.7901e-02 +1.8540e-02 +3.8336e-02 +1.7922e-02 +4.7662e-02 -1.8027e-01 +1.5022e-01 +5.7670e-01 +1.3310e-01 -1.1771e-02 -8.4140e-01 +1.2226e+00 -5.5871e-03 -3.8958e-01 -4.6106e-01 +1.4884e-01 -1.5502e-01 +3.2952e-02 +5.8078e-01 +7.3449e-01
507525 +7.750889331e+00 +7.750889331e+00 +1.315808893e+02 +1.315808893e+02 +7.0172e-02 -6.6342e-03 +4.4672e-02 +5.4384e-02 +4.8402e-02 -2.0455e-01 +1.1372e-01 +5.5386e-01 +1.2918e-01 -2.7667e-02 -8.4260e-01 +1.2539e+00 +2.6301e-02 -4.0009e-01 -5.0269e-01 +9.3180e-02 -1.0140e-01 +4.2135e-02 +5.6863e-01 +6.9593e-01
509569 +7.528583260e+00 +7.528583260e+00 +1.313585833e+02 +1.313585833e+02 +8.6627e-02 -1.8880e-02 +4.4463e-02 +5.6073e-02 +4.1106e-02 -2.2286e-01 +1.1118e-01 +5.4921e-01 +1.3439e-01 -1.7750e-02 -8.2221e-01 +1.2496e+00 +2.8529e-02 -4.0875e-01 -4.9983e-01 +7.7781e-02 -1.0308e-01 +3.9913e-02 +5.7725e-01 +7.0125e-01
532475 +7.381332853e+00 +7.381332853e+00 +1.312113329e+02 +1.312113329e+02 +1.2250e-01 -2.9005e-02 +4.0490e-02 +8.8082e-02 +4.6170e-02 -2.6067e-01 +8.2426e-02 +5.1108e-01 +1.4617e-01 +8.0685e-03 -8.1335e-01 +1.2617e+00 +8.6502e-02 -4.3938e-01 -5.3251e-01 +5.1173e-02 -9.6604e-02 +3.6673e-02 +5.6682e-01 +6.8796e-01
