% function evaluation | noise-free fitness - Fopt (3.590000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
2082 +1.263617651e+05 +1.263617651e+05 +1.263976651e+05 +1.263976651e+05 +2.7760e+00 +3.8790e+00 +2.4328e-01 -5.6810e-01 -8.7336e-01 +5.7638e-01 +3.5962e+00 -1.9643e+00 +2.2673e+00 -2.9632e+00 -1.0476e+00 -2.5112e+00 -2.6896e+00 +4.7141e-02 +3.0272e+00 -3.5826e+00 +2.0182e+00 +7.7392e+00 -3.5603e+00 +2.3826e-01
2123 +7.381244450e+04 +7.381244450e+04 +7.384834450e+04 +7.384834450e+04 +2.7697e+00 +3.6410e+00 -2.4591e-01 +4.0677e-01 -2.6580e-02 +1.0838e-01 +3.6148e+00 -1.7730e-01 +1.9136e+00 -3.7565e+00 -1.5384e+00 -3.2590e+00 +2.2315e+00 -1.9344e+00 +3.0786e+00 -3.4351e+00 +1.8200e+00 +1.1699e+01 -3.0072e+00 -1.2937e+00
2232 +6.370889185e+04 +6.370889185e+04 +6.374479185e+04 +6.374479185e+04 +2.6644e+00 +2.9797e+00 -4.0514e-01 +1.4631e+00 +6.8519e-02 +3.3656e-01 +4.2641e+00 -1.5739e+00 +2.1764e+00 -2.1216e+00 -2.5600e+00 -1.3868e+00 +1.3264e-01 -2.6386e-02 +3.0357e+00 -3.7744e+00 +3.1111e+00 +1.1160e+01 -3.2635e+00 -4.9770e-01
2272 +6.134533568e+04 +6.134533568e+04 +6.138123568e+04 +6.138123568e+04 +2.7277e+00 +3.4504e+00 -3.3216e-01 +1.3589e+00 -9.3286e-01 +8.3214e-02 +3.9783e+00 -1.7214e+00 +2.6010e+00 -4.0350e+00 -1.4075e+00 -1.7651e+00 +4.6456e-01 -4.9759e-01 +3.1168e+00 -3.8411e+00 +6.9836e+00 +9.3069e+00 -3.3553e+00 -2.7365e-01
2284 +4.019983593e+04 +4.019983593e+04 +4.023573593e+04 +4.023573593e+04 +2.6670e+00 +3.5801e+00 -1.1898e-01 +1.0070e+00 -8.2646e-01 -2.4092e+00 +5.3897e+00 -1.1104e+00 +2.0074e+00 -8.2423e+00 -1.4153e+00 -2.0634e+00 +1.2047e+00 -2.4070e+00 +3.0682e+00 -3.2438e+00 +3.6284e+00 +9.8380e+00 -3.2137e+00 +3.1225e-02
2342 +3.635191722e+04 +3.635191722e+04 +3.638781722e+04 +3.638781722e+04 +2.7661e+00 +3.5528e+00 -1.6235e+00 +1.9291e-01 -1.5520e+00 +8.0225e-02 +4.8773e+00 -1.7465e+00 +7.6257e-01 -2.6095e+00 -2.9240e+00 -1.3855e+00 +3.3362e+00 -1.5135e+00 +3.1505e+00 -3.6480e+00 +5.7620e+00 +1.0394e+01 -4.1610e+00 -5.1973e-01
2397 +1.725587147e+04 +1.725587147e+04 +1.729177147e+04 +1.729177147e+04 +2.8163e+00 +2.7766e+00 -1.1957e-01 +3.7211e+00 -1.8239e+00 -4.0767e+00 +4.5061e+00 -1.3853e+00 +2.7174e+00 -6.6146e+00 -2.3279e+00 -6.5169e+00 +3.3073e+00 +1.2515e-01 +3.0555e+00 -5.2714e+00 +1.7124e+00 +1.1582e+01 -3.1355e+00 -2.6540e+00
2702 +1.226951159e+03 +1.226951159e+03 +1.262851159e+03 +1.262851159e+03 +2.8976e+00 +3.3482e+00 +5.6703e-01 +3.8359e+00 -1.6732e+00 -1.7055e+00 +4.2730e+00 -3.2992e+00 +6.9492e-01 -8.5612e+00 -1.9273e+00 -2.3543e+00 +1.9298e-01 -2.5663e+00 +3.1098e+00 -4.2662e+00 +7.7501e+00 +1.1251e+01 -3.0589e+00 -4.7730e+00
3231 +3.796882908e+02 +3.796882908e+02 +4.155882908e+02 +4.155882908e+02 +1.3773e+00 +1.4651e+00 +2.8400e+00 +3.6111e+00 -2.3803e+00 -4.6706e+00 +4.5309e+00 -1.0246e+00 +3.5910e+00 -7.6458e+00 -2.9050e+00 -5.4877e+00 -3.5716e-01 -3.3537e+00 +3.1353e+00 -6.2075e+00 +4.6419e+00 +1.3005e+01 -2.8555e+00 -2.2435e+00
141132       +inf +3.796882908e+02       +inf +4.155882908e+02 +6.3170e+09 +8.0958e+11 +8.6677e+11 +9.4565e+11 -1.8349e+12 -3.0556e+12 +1.1441e+12 -1.4403e+12 -2.0192e+13 -1.8126e+12 -6.4335e+11 -1.9569e+12 +2.8383e+11 -2.0664e+12 -5.0177e+11 -2.2456e+11 -5.5747e+11 +4.9931e+12 -3.5347e+11 -1.3230e+12
% function evaluation | noise-free fitness - Fopt (3.137000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.777288378e+05 +3.777288378e+05 +3.777602078e+05 +3.777602078e+05 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
16 +3.712092111e+05 +3.712092111e+05 +3.712405811e+05 +3.712405811e+05 +3.8869e+00 +4.8644e+00 -4.4931e+00 -3.0823e+00 -2.4907e+00 -4.0824e+00 +3.7724e+00 +2.4249e+00 +2.2985e+00 -4.7664e+00 +3.3654e+00 +1.2603e+00 +4.1505e+00 +4.4950e-01 -5.0089e-01 +1.5472e+00 +3.1654e+00 +4.0114e+00 -3.9559e+00 +3.8191e+00
230 +3.627950159e+05 +3.627950159e+05 +3.628263859e+05 +3.628263859e+05 +3.9387e+00 +4.7230e+00 -4.5034e+00 -3.0507e+00 -2.4832e+00 -4.0799e+00 +3.7466e+00 +2.4306e+00 +2.2976e+00 -4.7773e+00 +3.3537e+00 +1.2882e+00 +4.1472e+00 +4.5405e-01 -4.9512e-01 +1.6043e+00 +3.1839e+00 +4.0557e+00 -3.8891e+00 +3.8131e+00
372 +3.500881937e+05 +3.500881937e+05 +3.501195637e+05 +3.501195637e+05 +3.9294e+00 +4.8247e+00 -4.5037e+00 -3.0610e+00 -2.5251e+00 -4.0625e+00 +3.7402e+00 +2.4275e+00 +2.2962e+00 -4.7866e+00 +3.3365e+00 +1.2529e+00 +4.1907e+00 +4.4334e-01 -4.9461e-01 +1.5413e+00 +3.1915e+00 +3.6328e+00 -3.9435e+00 +3.8094e+00
522 +3.350837192e+05 +3.350837192e+05 +3.351150892e+05 +3.351150892e+05 +3.9165e+00 +4.8364e+00 -4.5126e+00 -3.0644e+00 -2.5011e+00 -4.0999e+00 +3.7041e+00 +2.4730e+00 +2.2988e+00 -4.7658e+00 +3.3325e+00 +1.3580e+00 +4.1535e+00 +4.4067e-01 -4.8114e-01 +1.5335e+00 +3.1554e+00 +3.2613e+00 -4.1481e+00 +3.8325e+00
604 +3.308555004e+05 +3.308555004e+05 +3.308868704e+05 +3.308868704e+05 +3.9588e+00 +4.8414e+00 -4.4015e+00 -3.0239e+00 -2.5006e+00 -4.0684e+00 +3.7132e+00 +2.4924e+00 +2.2961e+00 -4.7716e+00 +3.2494e+00 +1.3389e+00 +4.1651e+00 +4.4779e-01 -5.0421e-01 +1.5754e+00 +3.1161e+00 +3.2006e+00 -4.0210e+00 +3.7971e+00
715 +3.212096246e+05 +3.212096246e+05 +3.212409946e+05 +3.212409946e+05 +3.9734e+00 +4.9152e+00 -4.5408e+00 -2.8884e+00 -2.6189e+00 -4.1128e+00 +3.3494e+00 +2.5933e+00 +2.2960e+00 -4.8519e+00 +3.3127e+00 +1.4192e+00 +4.1750e+00 +4.2811e-01 -4.8431e-01 +1.5410e+00 +3.0863e+00 +3.5042e+00 -4.3995e+00 +3.8150e+00
787 +3.141346658e+05 +3.141346658e+05 +3.141660358e+05 +3.141660358e+05 +4.0045e+00 +4.7794e+00 -4.4806e+00 -3.0408e+00 -2.5006e+00 -4.0843e+00 +3.7121e+00 +2.8847e+00 +2.2918e+00 -4.7566e+00 +3.2255e+00 +1.3335e+00 +4.0508e+00 +4.6064e-01 -4.7785e-01 +1.6190e+00 +3.1802e+00 +2.8101e+00 -4.2935e+00 +3.8160e+00
902 +3.051002767e+05 +3.051002767e+05 +3.051316467e+05 +3.051316467e+05 +4.1933e+00 +4.5833e+00 -4.4864e+00 -3.1303e+00 -2.3048e+00 -4.0919e+00 +3.6074e+00 +2.8971e+00 +2.2934e+00 -4.7650e+00 +3.3161e+00 +1.2614e+00 +4.1678e+00 +4.1499e-01 -5.2138e-01 +1.7243e+00 +3.1216e+00 +2.2557e+00 -3.8527e+00 +3.8296e+00
907 +2.699315232e+05 +2.699315232e+05 +2.699628932e+05 +2.699628932e+05 +4.0770e+00 +4.0652e+00 -4.6006e+00 -2.2360e+00 -2.5315e+00 -4.1147e+00 +3.8328e+00 +3.0488e+00 +2.2849e+00 -4.7725e+00 +3.3780e+00 +1.4332e+00 +4.1070e+00 +3.9519e-01 -4.4121e-01 +1.3927e+00 +3.1557e+00 +1.7264e+00 -4.1619e+00 +3.8686e+00
1017 +2.591463067e+05 +2.591463067e+05 +2.591776767e+05 +2.591776767e+05 +4.2366e+00 +4.7234e+00 -4.4995e+00 -2.5421e+00 -2.5770e+00 -4.1228e+00 +3.8037e+00 +2.8976e+00 +2.2952e+00 -4.7951e+00 +2.9169e+00 +1.2887e+00 +4.1959e+00 +3.9969e-01 -8.3381e-01 +1.6262e+00 +3.1683e+00 +6.5233e-01 -3.8893e+00 +3.8761e+00
1072 +2.002369826e+05 +2.002369826e+05 +2.002683526e+05 +2.002683526e+05 +4.0888e+00 +4.7347e+00 -4.1732e+00 -3.0502e+00 -2.5928e+00 -4.1043e+00 +3.4900e+00 +2.8748e+00 +2.2924e+00 -4.8245e+00 +3.3629e+00 +1.3078e+00 +4.2328e+00 +4.4901e-01 -3.5054e-01 +1.6114e+00 +3.0136e+00 -4.2945e+00 -4.8182e+00 +3.9809e+00
1171 +1.898814935e+05 +1.898814935e+05 +1.899128635e+05 +1.899128635e+05 +4.0668e+00 +4.3492e+00 -4.4561e+00 -2.6260e+00 -2.5637e+00 -3.8532e+00 +3.6769e+00 +2.7288e+00 +2.2934e+00 -4.8711e+00 +3.4360e+00 +1.3681e+00 +4.1531e+00 +3.8373e-01 -4.3179e-01 +1.6138e+00 +3.1953e+00 -3.4884e+00 -4.2989e+00 +3.7583e+00
1229 +1.240189881e+05 +1.240189881e+05 +1.240503581e+05 +1.240503581e+05 +4.1604e+00 +4.5555e+00 -4.3879e+00 -1.5208e+00 -2.6498e+00 -3.9773e+00 +3.4959e+00 +3.1677e+00 +2.2779e+00 -4.7073e+00 +2.7206e+00 +1.1615e+00 +4.2362e+00 +3.4954e-01 +1.0798e+00 +1.8242e+00 +3.1810e+00 -6.8570e-01 -4.5274e+00 +3.6898e+00
1326 +1.211397420e+05 +1.211397420e+05 +1.211711120e+05 +1.211711120e+05 +4.9922e+00 +4.4083e+00 -4.8299e+00 -1.4789e+00 -2.6871e+00 -4.0436e+00 +3.6420e+00 +4.0017e+00 +2.3035e+00 -4.5717e+00 +3.1757e+00 +1.2633e+00 +4.0556e+00 +7.0749e-01 -3.3658e-01 +1.4251e+00 +3.1747e+00 -2.0031e+00 -4.6143e+00 +3.8183e+00
1408 +1.135418404e+05 +1.135418404e+05 +1.135732104e+05 +1.135732104e+05 +4.6495e+00 +4.0183e+00 -5.3010e+00 -2.1649e+00 -3.5273e+00 -4.0880e+00 +3.6403e+00 +5.5041e+00 +2.3223e+00 -4.9522e+00 +2.9772e+00 +9.9598e-01 +4.0413e+00 +2.0607e-01 -5.9380e-01 +2.4573e+00 +3.0110e+00 -2.2279e+00 -5.0549e+00 +4.2276e+00
1440 +1.110148906e+05 +1.110148906e+05 +1.110462606e+05 +1.110462606e+05 +4.7738e+00 +3.8894e+00 -4.3936e+00 -1.8557e+00 -2.5922e+00 -4.0195e+00 +3.4804e+00 +4.3901e+00 +2.3350e+00 -4.8353e+00 +2.8309e+00 +1.3390e+00 +3.8402e+00 +3.7790e-01 -4.2740e-01 +2.0602e+00 +2.9833e+00 -2.6804e+00 -3.9936e+00 +3.9273e+00
1470 +9.717023717e+04 +9.717023717e+04 +9.720160717e+04 +9.720160717e+04 +4.9594e+00 +3.2462e+00 -4.5283e+00 -1.3606e+00 -2.7814e+00 -3.9785e+00 +3.1260e+00 +3.8203e+00 +2.2877e+00 -4.8607e+00 +2.7611e+00 +1.6063e+00 +4.1277e+00 +5.4700e-01 -2.4807e-01 +1.8808e+00 +3.0696e+00 -1.9722e+00 -4.5060e+00 +3.8857e+00
1527 +9.242296847e+04 +9.242296847e+04 +9.245433847e+04 +9.245433847e+04 +5.6776e+00 +4.4919e+00 -4.1776e+00 -1.8063e+00 -2.7214e+00 -4.1898e+00 +3.2326e+00 +5.6470e+00 +2.3259e+00 -4.6463e+00 +2.8458e+00 +1.4007e+00 +4.1347e+00 +1.0880e+00 -2.1417e-01 +1.8971e+00 +3.1728e+00 -3.0746e+00 -4.6418e+00 +4.1532e+00
1531 +8.104786875e+04 +8.104786875e+04 +8.107923875e+04 +8.107923875e+04 +5.1511e+00 +2.6800e+00 -4.2734e+00 -1.7985e+00 -2.8872e+00 -3.9254e+00 +3.0492e+00 +3.7278e+00 +2.3120e+00 -4.9399e+00 +2.4534e+00 +2.1646e+00 +4.1228e+00 +8.1771e-01 +3.3230e-01 +1.1614e+00 +3.1696e+00 -3.3733e+00 -5.4395e+00 +3.4882e+00
1557 +6.988188496e+04 +6.988188496e+04 +6.991325496e+04 +6.991325496e+04 +5.0063e+00 +3.7191e+00 -5.3726e+00 -1.4672e+00 -2.4987e+00 -3.7530e+00 +2.7302e+00 +4.9768e+00 +2.2892e+00 -4.8935e+00 +3.2095e+00 +1.8418e+00 +4.7038e+00 +4.7618e-01 +2.5884e-01 +3.1266e+00 +3.1111e+00 -2.1150e+00 -5.2908e+00 +4.0016e+00
1627 +6.343555472e+04 +6.343555472e+04 +6.346692472e+04 +6.346692472e+04 +6.9096e+00 +3.5660e+00 -4.3876e+00 -8.1845e-01 -2.9610e+00 -3.6587e+00 +3.2856e+00 +6.8973e+00 +2.2866e+00 -4.7064e+00 +2.6830e+00 +1.2623e+00 +4.6287e+00 +5.3640e-01 -5.4249e-01 +1.5532e+00 +3.0564e+00 -2.4866e+00 -5.0196e+00 +4.0983e+00
1665 +6.190567327e+04 +6.190567327e+04 +6.193704327e+04 +6.193704327e+04 +4.7934e+00 +4.2460e+00 -4.2786e+00 +7.6722e-01 -3.5640e+00 -4.1548e+00 +2.7660e+00 +4.7661e+00 +2.2611e+00 -5.0866e+00 +3.1442e+00 +1.1512e+00 +4.0038e+00 +3.3365e-01 -2.5544e-01 +1.3190e+00 +3.2337e+00 -2.3462e+00 -4.8010e+00 +3.5470e+00
1675 +5.953149569e+04 +5.953149569e+04 +5.956286569e+04 +5.956286569e+04 +6.6085e+00 +3.8997e+00 -4.5392e+00 -1.4222e+00 -2.7735e+00 -4.0203e+00 +3.3743e+00 +4.3232e+00 +2.2866e+00 -4.9154e+00 +2.6169e+00 +1.6744e+00 +4.1290e+00 -6.8823e-01 +1.2979e-01 +2.7720e+00 +3.0750e+00 -4.3759e+00 -4.5373e+00 +3.4681e+00
1711 +4.154525261e+04 +4.154525261e+04 +4.157662261e+04 +4.157662261e+04 +5.4575e+00 +4.7006e+00 -4.6328e+00 +1.0042e+00 -3.4578e+00 -4.4246e+00 +3.5431e+00 +4.7358e+00 +2.2981e+00 -4.7978e+00 +3.6345e+00 +1.3529e+00 +4.4230e+00 +3.3510e-01 -7.3106e-02 +2.9811e+00 +2.2436e+00 -3.6137e+00 -4.9976e+00 +4.1969e+00
1855 +3.220950341e+04 +3.220950341e+04 +3.224087341e+04 +3.224087341e+04 +6.5385e+00 +3.1081e+00 -4.5330e+00 -1.1230e+00 -3.6822e+00 -4.8584e+00 +1.9932e+00 +5.3767e+00 +2.2561e+00 -5.0414e+00 +3.1406e+00 +7.3219e-01 +4.0572e+00 -8.2119e-02 +9.1728e-01 +1.8062e+00 +3.0369e+00 -3.4204e+00 -6.7665e+00 +4.1209e+00
1964 +2.138242958e+04 +2.138242958e+04 +2.141379958e+04 +2.141379958e+04 +6.6280e+00 +2.8951e+00 -5.1340e+00 -1.1411e+00 -3.3821e+00 -4.2066e+00 +2.1142e+00 +4.9043e+00 +2.2671e+00 -4.7792e+00 +1.4609e+00 +7.2958e-01 +4.9725e+00 -3.5180e-02 +5.9629e-01 +2.8663e+00 +2.6429e+00 -2.4386e+00 -4.8160e+00 +3.7301e+00
2008 +1.921083103e+04 +1.921083103e+04 +1.924220103e+04 +1.924220103e+04 +7.5510e+00 +2.8802e+00 -3.8482e+00 -1.0963e+00 -3.5936e+00 -4.7294e+00 +3.1920e+00 +5.1564e+00 +2.2700e+00 -4.7527e+00 +2.2962e+00 +1.9143e+00 +6.0251e+00 -5.6817e-01 +8.6687e-01 +4.7772e+00 +2.6607e+00 -3.8977e+00 -4.8281e+00 +3.8688e+00
2010 +1.662344070e+04 +1.662344070e+04 +1.665481070e+04 +1.665481070e+04 +7.5518e+00 +2.0266e+00 -4.5940e+00 -3.6569e-01 -3.1239e+00 -4.5634e+00 +2.6418e+00 +5.0532e+00 +2.2235e+00 -4.7632e+00 +1.8043e+00 +1.6596e-01 +4.6687e+00 -2.1507e+00 +2.6313e-01 +4.1094e+00 +3.0808e+00 -5.5524e+00 -6.5020e+00 +4.3695e+00
2040 +1.560576111e+04 +1.560576111e+04 +1.563713111e+04 +1.563713111e+04 +6.0862e+00 +2.4145e+00 -5.2264e+00 -8.8578e-01 -3.3134e+00 -3.9656e+00 +3.2008e+00 +6.0395e+00 +2.2507e+00 -4.8251e+00 +2.3418e+00 +1.4445e+00 +5.0934e+00 -9.3426e-01 +1.4561e+00 +1.0892e+00 +3.0630e+00 -3.7993e+00 -4.2071e+00 +4.0868e+00
2117 +9.643383617e+03 +9.643383617e+03 +9.674753617e+03 +9.674753617e+03 +7.8574e+00 +2.2930e+00 -4.5588e+00 +1.2118e+00 -3.1106e+00 -4.0502e+00 +2.8050e+00 +5.1127e+00 +2.2301e+00 -4.9196e+00 +1.9621e+00 +1.2341e+00 +4.9559e+00 -9.4262e-01 +1.9859e-01 +1.3811e+00 +2.9646e+00 -5.4207e+00 -4.8388e+00 +4.0888e+00
2130 +6.099368043e+03 +6.099368043e+03 +6.130738043e+03 +6.130738043e+03 +7.0502e+00 +2.3865e+00 -4.8111e+00 -6.1604e-01 -2.7230e+00 -3.7710e+00 +3.2354e+00 +5.0167e+00 +2.4184e+00 -4.5296e+00 +1.4600e+00 +5.1869e-01 +5.4650e+00 -1.1054e+00 +7.8020e-01 +2.1636e+00 +2.5070e+00 -5.2669e+00 -4.5097e+00 +5.1082e+00
2314 +7.541967307e+02 +7.541967307e+02 +7.855667307e+02 +7.855667307e+02 +9.4650e+00 -4.4057e-01 -3.8298e+00 +1.5262e+00 -5.8077e+00 -3.7546e+00 +6.0847e-01 +5.6854e+00 +1.6777e+00 -5.3397e+00 +2.3512e+00 +1.3014e+00 +3.9241e+00 +6.7346e-01 +3.6065e-01 +1.8350e-01 +1.4779e+00 -2.9278e+00 -4.4441e+00 +6.8763e+00
2345 +5.122687919e+02 +5.122687919e+02 +5.436387919e+02 +5.436387919e+02 +8.4673e+00 +1.1568e+00 -5.0980e+00 +1.9775e+00 -2.7906e+00 -3.9937e+00 +1.5962e+00 +4.2717e+00 +2.2213e+00 -5.4570e+00 +1.4158e+00 +1.3144e+00 +4.7831e+00 -1.8292e+00 +1.6929e+00 +9.3994e-01 +2.1427e+00 -4.9334e+00 -4.6753e+00 +4.4796e+00
2568 +3.888262473e+02 +3.888262473e+02 +4.201962473e+02 +4.201962473e+02 +6.6897e+00 -1.4799e-01 -4.8001e+00 +1.6118e+00 -3.1771e+00 -4.2723e+00 +2.3958e+00 +4.1971e+00 +2.2357e+00 -4.7121e+00 +8.1187e-02 +7.9952e-01 +5.2493e+00 -2.5251e+00 +9.5367e-01 +4.8195e-01 +2.4252e+00 -6.8762e+00 -3.0437e+00 +5.9634e+00
115702       +inf +3.822810991e+02       +inf +4.136510991e+02 -1.8119e+13 -2.5937e+12 -3.4203e+12 +1.2541e+11 -2.6758e+12 -1.1096e+12 -2.0473e+10 +6.6100e+12 -1.6262e+12 +4.5541e+11 -9.2305e+11 -1.3558e+11 +3.7892e+12 -2.4003e+12 +3.7740e+11 +5.3662e+12 +1.9442e+12 -5.4714e+11 -2.3544e+12 +2.0779e+12
