% function evaluation | noise-free fitness - Fopt (2.997000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
2783 +1.106060027e+03 +1.106060027e+03 +1.136030027e+03 +1.136030027e+03 +1.4296e+00 -7.6404e-01 -9.6545e-01 -2.4853e+00 +6.9995e-02 +1.6781e+00 -4.1221e+00 -3.0537e+00 -2.1382e+00 -2.0252e-02 +1.5921e+00 -1.2523e+00 +2.7196e+00 +5.5513e-01 +1.2712e+00 +1.1322e+00 -4.4117e+00 -3.5895e-01 +1.7689e+00 -2.7317e+00
2942 +1.043388801e+03 +1.043388801e+03 +1.073358801e+03 +1.073358801e+03 +2.9002e+00 -8.9499e-01 -3.9379e+00 -2.1842e+00 -1.1924e+00 +1.5406e+00 -3.8355e+00 -3.8837e+00 -2.0511e+00 -4.8529e-01 +1.2233e+00 -1.5214e+00 +2.6570e+00 +9.4104e-01 -1.7152e+00 +1.7426e+00 -2.7146e+00 +4.8560e-01 +1.7655e+00 -3.4764e+00
3093 +9.591918465e+02 +9.591918465e+02 +9.891618465e+02 +9.891618465e+02 +1.3167e+00 -1.0077e+00 -2.3705e+00 -1.8012e+00 -5.1439e-01 +1.1946e+00 -4.8304e+00 -4.0661e+00 +1.3004e-01 -1.3125e+00 +2.3220e-01 -3.1272e+00 +3.0068e+00 +1.6553e+00 -1.7897e+00 +2.8856e+00 -1.9743e+00 +2.2252e-01 +1.9257e+00 -3.6405e+00
3170 +9.546651402e+02 +9.546651402e+02 +9.846351402e+02 +9.846351402e+02 +3.4620e+00 -6.7154e-01 -3.0080e+00 -1.8839e+00 -6.5841e-01 +8.3845e-01 -5.0117e+00 -4.3217e+00 -1.3104e+00 -8.3372e-01 +6.9271e-01 -1.9022e-01 +2.4448e+00 +2.5352e-01 -1.3805e+00 +1.2409e+00 -1.2330e+00 -9.5717e-01 +1.7510e+00 -3.8573e+00
3243 +7.542115040e+02 +7.542115040e+02 +7.841815040e+02 +7.841815040e+02 +3.1459e+00 -9.9537e-01 -3.3117e+00 -1.1916e+00 +2.0183e+00 +2.5116e+00 -4.8920e+00 -5.2140e+00 -4.5392e-02 -3.5990e+00 +1.8706e+00 -3.0290e-01 +2.9836e+00 +2.3002e+00 -3.1928e-01 +2.6396e+00 -1.5569e+00 +7.6175e-01 +1.6459e+00 -3.2056e+00
3615 +5.310488304e+02 +5.310488304e+02 +5.610188304e+02 +5.610188304e+02 +2.8553e+00 -1.5873e+00 -3.0324e+00 -2.4033e+00 +2.1541e+00 +1.8588e+00 -4.9206e+00 -3.6921e+00 +2.8497e-01 -1.2543e+00 +7.4266e-01 -1.2977e+00 +3.0711e+00 +1.0046e+00 -7.3513e-01 +2.8279e+00 -2.3702e+00 -1.0588e+00 +1.1939e+00 -1.8361e+00
4095 +4.910336618e+02 +4.910336618e+02 +5.210036618e+02 +5.210036618e+02 +2.6476e+00 -6.7634e-01 -3.3572e+00 -2.2313e+00 +1.4746e+00 +1.9964e+00 -5.0137e+00 -3.1870e+00 -3.8698e-03 -7.8020e-01 +1.8814e+00 -8.3756e-01 +2.8955e+00 +1.8266e+00 -1.8063e+00 +2.8559e+00 -2.5410e+00 -7.4830e-01 +1.7164e+00 -3.6379e+00
4106 +4.616702489e+02 +4.616702489e+02 +4.916402489e+02 +4.916402489e+02 +2.5587e+00 -1.2389e+00 -3.3071e+00 -2.6321e+00 +1.3426e+00 +2.3522e+00 -4.8666e+00 -4.1127e+00 +2.3280e-02 -1.4425e+00 +1.1090e+00 -7.9821e-01 +2.9434e+00 +2.1101e+00 -1.3457e+00 +2.6363e+00 -2.0706e+00 -5.1217e-01 +1.6130e+00 -4.3855e+00
4353 +4.050794849e+02 +4.050794849e+02 +4.350494849e+02 +4.350494849e+02 +2.5201e+00 -1.6270e+00 -3.6837e+00 -2.3271e+00 +1.8469e+00 +2.5812e+00 -4.3322e+00 -3.7580e+00 -1.7251e-01 -1.6589e+00 +6.5039e-01 -1.2309e+00 +2.9343e+00 +1.6401e+00 -1.6151e+00 +2.2123e+00 -2.5842e+00 -1.3693e-01 +7.6611e-01 -3.5939e+00
4415 +3.708133862e+02 +3.708133862e+02 +4.007833862e+02 +4.007833862e+02 +1.9252e+00 -1.3538e+00 -3.9129e+00 -2.2405e+00 +1.9023e+00 +2.5778e+00 -4.2087e+00 -3.4606e+00 +2.3715e-01 -1.4905e+00 +1.4668e+00 -1.4483e+00 +4.6025e+00 +1.8679e+00 -1.7253e+00 +3.6056e+00 -2.7994e+00 -2.6018e-01 +1.9001e+00 -3.8422e+00
4463 +3.566814690e+02 +3.566814690e+02 +3.866514690e+02 +3.866514690e+02 +2.5037e+00 -1.2168e+00 -3.2635e+00 -1.4361e+00 +2.5518e+00 +2.8754e+00 -3.6262e+00 -3.4579e+00 +3.0879e-01 -1.4995e+00 +6.2786e-01 -1.5342e+00 +3.2800e+00 +1.7361e+00 -1.6308e+00 +3.0423e+00 -3.0423e+00 -4.1510e-01 +1.7328e+00 -3.3234e+00
4469 +3.298256195e+02 +3.298256195e+02 +3.597956195e+02 +3.597956195e+02 +2.3492e+00 -1.6548e+00 -3.4082e+00 -2.3059e+00 +2.2806e+00 +2.3154e+00 -5.1913e+00 -4.5999e+00 -9.6475e-02 -2.0689e+00 +7.6124e-01 -1.5480e+00 +3.3519e+00 +1.8552e+00 -1.7964e+00 +3.1486e+00 -2.6610e+00 -1.1473e-01 +1.3645e+00 -4.1104e+00
5134 +2.829949472e+02 +2.829949472e+02 +3.129649472e+02 +3.129649472e+02 +1.7583e+00 -2.0469e+00 -3.3056e+00 -1.9532e+00 +2.0549e+00 +3.0756e+00 -4.2859e+00 -3.5886e+00 +3.1306e-01 -1.6796e+00 +1.1437e+00 -1.3516e+00 +3.4698e+00 +2.2475e+00 -1.7563e+00 +3.0054e+00 -2.9078e+00 -1.1767e+00 +1.1325e+00 -4.3223e+00
5240 +2.621178371e+02 +2.621178371e+02 +2.920878371e+02 +2.920878371e+02 +1.5745e+00 -1.8543e+00 -3.2494e+00 -1.8559e+00 +3.2335e+00 +2.3170e+00 -4.6214e+00 -3.6469e+00 +9.9864e-03 -1.6884e+00 +3.3168e-01 -1.5272e+00 +3.4663e+00 +2.2359e+00 -2.0268e+00 +3.3469e+00 -2.9373e+00 -7.5606e-01 +1.5709e+00 -3.4865e+00
5421 +2.363751880e+02 +2.363751880e+02 +2.663451880e+02 +2.663451880e+02 +1.7594e+00 -1.5720e+00 -3.6483e+00 -2.3026e+00 +2.9755e+00 +2.8293e+00 -4.7286e+00 -3.2995e+00 +6.0373e-01 -2.3278e+00 +8.8041e-01 -1.1217e+00 +3.8364e+00 +2.4599e+00 -1.7237e+00 +3.4380e+00 -3.1069e+00 -7.7947e-01 +1.5762e+00 -3.8307e+00
5870 +2.257931755e+02 +2.257931755e+02 +2.557631755e+02 +2.557631755e+02 +1.4640e+00 -2.0146e+00 -3.5878e+00 -1.8353e+00 +3.1713e+00 +2.2306e+00 -4.1601e+00 -3.0849e+00 -5.7847e-02 -1.6797e+00 +8.6037e-01 -1.4266e+00 +3.9864e+00 +2.3903e+00 -1.8025e+00 +2.9075e+00 -3.1195e+00 -4.2924e-01 +1.4123e+00 -3.6049e+00
10216 +2.160965631e+02 +2.160965631e+02 +2.460665631e+02 +2.460665631e+02 +1.4404e+00 -1.7257e+00 -3.8390e+00 -1.8104e+00 +2.9972e+00 +3.1309e+00 -3.8931e+00 -3.3011e+00 +5.5373e-01 -2.1160e+00 +8.3520e-01 -1.5657e+00 +3.6369e+00 +2.0040e+00 -1.5108e+00 +2.4194e+00 -3.4436e+00 +3.0454e-02 +1.7318e+00 -3.3236e+00
12165 +2.062381829e+02 +2.062381829e+02 +2.362081829e+02 +2.362081829e+02 +7.4147e-01 -2.0738e+00 -3.6254e+00 -1.7581e+00 +2.9036e+00 +2.8275e+00 -3.5675e+00 -3.1460e+00 +3.8315e-01 -2.0477e+00 +1.3237e+00 -1.1251e+00 +4.3434e+00 +2.2554e+00 -1.2572e+00 +2.4944e+00 -3.4428e+00 -2.1571e-01 +1.3030e+00 -3.0707e+00
14516 +1.647444200e+02 +1.647444200e+02 +1.947144200e+02 +1.947144200e+02 +1.1818e+00 -1.8869e+00 -3.7435e+00 -1.9990e+00 +2.8781e+00 +2.9795e+00 -3.8795e+00 -3.6622e+00 +5.3532e-01 -2.3311e+00 +7.7966e-01 -9.6612e-01 +3.8446e+00 +2.0519e+00 -1.2516e+00 +2.7654e+00 -3.2174e+00 -6.6284e-02 +1.9348e+00 -3.5552e+00
21611 +1.563375326e+02 +1.563375326e+02 +1.863075326e+02 +1.863075326e+02 +1.0438e+00 -1.9917e+00 -3.6075e+00 -1.9804e+00 +3.0468e+00 +3.4467e+00 -4.1187e+00 -2.8884e+00 +6.5160e-01 -1.8853e+00 +7.5610e-01 -1.4001e+00 +3.8214e+00 +2.8657e+00 -1.4629e+00 +2.9683e+00 -2.7020e+00 -6.2821e-01 +1.7566e+00 -3.4186e+00
27648 +1.312046238e+02 +1.312046238e+02 +1.611746238e+02 +1.611746238e+02 +7.0813e-01 -1.3887e+00 -3.4510e+00 -1.8615e+00 +3.1457e+00 +3.2932e+00 -3.9862e+00 -3.0587e+00 +1.8653e-01 -2.0980e+00 +9.2635e-01 -1.7222e+00 +3.6373e+00 +2.4067e+00 -1.5063e+00 +2.6086e+00 -2.8550e+00 -1.1930e-01 +1.8238e+00 -3.5973e+00
28719 +1.146718991e+02 +1.146718991e+02 +1.446418991e+02 +1.446418991e+02 +7.4498e-01 -1.5364e+00 -3.6467e+00 -1.9031e+00 +3.2786e+00 +3.1926e+00 -4.0179e+00 -3.1713e+00 +6.3310e-01 -1.9493e+00 +7.7731e-01 -1.5591e+00 +3.9213e+00 +2.7460e+00 -1.2973e+00 +2.7328e+00 -2.8236e+00 -3.6400e-01 +1.4356e+00 -3.5587e+00
30147 +8.894131815e+01 +8.894131815e+01 +1.189113182e+02 +1.189113182e+02 +9.4892e-01 -1.4689e+00 -3.5241e+00 -1.7908e+00 +2.8412e+00 +3.1365e+00 -4.0552e+00 -3.0729e+00 +5.7024e-01 -1.6463e+00 +1.2570e+00 -1.4168e+00 +3.7701e+00 +2.2659e+00 -1.3557e+00 +2.7572e+00 -2.8372e+00 -6.7517e-01 +1.4691e+00 -3.5355e+00
33072 +7.513093066e+01 +7.513093066e+01 +1.051009307e+02 +1.051009307e+02 +1.1035e+00 -1.6190e+00 -3.5226e+00 -1.9876e+00 +2.9979e+00 +3.1328e+00 -4.1056e+00 -3.1043e+00 +6.6137e-01 -1.6786e+00 +1.0117e+00 -1.4228e+00 +3.8294e+00 +2.2656e+00 -1.4105e+00 +2.6998e+00 -2.8136e+00 -7.4948e-01 +1.3215e+00 -3.4117e+00
33176 +6.141869564e+01 +6.141869564e+01 +9.138869564e+01 +9.138869564e+01 +1.1856e+00 -1.7013e+00 -3.4608e+00 -1.9370e+00 +3.0761e+00 +2.9981e+00 -4.1072e+00 -3.2603e+00 +5.8338e-01 -1.7419e+00 +9.2664e-01 -1.4827e+00 +3.8811e+00 +2.3643e+00 -1.5070e+00 +2.7603e+00 -2.7027e+00 -5.3940e-01 +1.5441e+00 -3.4450e+00
33510 +5.674481304e+01 +5.674481304e+01 +8.671481304e+01 +8.671481304e+01 +1.0993e+00 -1.6185e+00 -3.5927e+00 -1.9989e+00 +3.0252e+00 +3.0268e+00 -4.1015e+00 -3.2259e+00 +5.4720e-01 -1.8393e+00 +1.0115e+00 -1.6069e+00 +3.9610e+00 +2.3401e+00 -1.5162e+00 +2.7871e+00 -2.6594e+00 -4.8302e-01 +1.6038e+00 -3.4887e+00
33511 +5.400327163e+01 +5.400327163e+01 +8.397327163e+01 +8.397327163e+01 +1.0958e+00 -1.6316e+00 -3.5898e+00 -2.0452e+00 +3.0578e+00 +3.0439e+00 -4.0894e+00 -3.1442e+00 +5.1503e-01 -1.8130e+00 +9.3387e-01 -1.3673e+00 +3.9065e+00 +2.2694e+00 -1.4791e+00 +2.7639e+00 -2.7431e+00 -6.2170e-01 +1.5338e+00 -3.5103e+00
34388 +5.000933042e+01 +5.000933042e+01 +7.997933042e+01 +7.997933042e+01 +1.1220e+00 -1.7913e+00 -3.4920e+00 -2.1066e+00 +3.0419e+00 +3.1444e+00 -4.1527e+00 -3.2885e+00 +6.4923e-01 -1.8800e+00 +1.0302e+00 -1.5234e+00 +3.8562e+00 +2.2701e+00 -1.5355e+00 +2.7124e+00 -2.7518e+00 -6.3574e-01 +1.6713e+00 -3.5009e+00
35183 +4.454831448e+01 +4.454831448e+01 +7.451831448e+01 +7.451831448e+01 +1.0116e+00 -1.7846e+00 -3.5699e+00 -1.9911e+00 +3.0495e+00 +3.0129e+00 -4.1519e+00 -3.1180e+00 +6.5162e-01 -1.7948e+00 +1.0591e+00 -1.5103e+00 +3.8337e+00 +2.2590e+00 -1.4575e+00 +2.8262e+00 -2.8512e+00 -6.2563e-01 +1.6802e+00 -3.5180e+00
36236 +3.764006547e+01 +3.764006547e+01 +6.761006547e+01 +6.761006547e+01 +1.0752e+00 -1.6950e+00 -3.5880e+00 -2.0060e+00 +3.1305e+00 +2.9889e+00 -4.1645e+00 -3.1912e+00 +4.8863e-01 -1.9109e+00 +9.7414e-01 -1.4553e+00 +3.8936e+00 +2.3077e+00 -1.4017e+00 +2.8082e+00 -2.9153e+00 -5.0649e-01 +1.6271e+00 -3.5032e+00
36449 +3.439206322e+01 +3.439206322e+01 +6.436206322e+01 +6.436206322e+01 +1.0801e+00 -1.7371e+00 -3.4510e+00 -2.0272e+00 +3.0621e+00 +3.0370e+00 -4.1122e+00 -3.1525e+00 +4.9826e-01 -1.8641e+00 +9.8120e-01 -1.4762e+00 +3.8088e+00 +2.2530e+00 -1.4287e+00 +2.8190e+00 -2.9158e+00 -5.3662e-01 +1.5748e+00 -3.5051e+00
38016 +3.349663463e+01 +3.349663463e+01 +6.346663463e+01 +6.346663463e+01 +1.1298e+00 -1.8127e+00 -3.5501e+00 -2.0526e+00 +3.0752e+00 +3.0939e+00 -4.2051e+00 -3.1371e+00 +4.6630e-01 -1.8118e+00 +9.1546e-01 -1.4897e+00 +3.7896e+00 +2.2754e+00 -1.4979e+00 +2.7556e+00 -2.8949e+00 -4.5865e-01 +1.6659e+00 -3.4942e+00
38633 +3.264543876e+01 +3.264543876e+01 +6.261543876e+01 +6.261543876e+01 +1.0412e+00 -1.7948e+00 -3.5290e+00 -2.0285e+00 +3.1006e+00 +2.9922e+00 -4.1737e+00 -3.2274e+00 +4.7579e-01 -1.8690e+00 +8.4292e-01 -1.4484e+00 +3.7297e+00 +2.2443e+00 -1.4122e+00 +2.8065e+00 -2.9287e+00 -3.6781e-01 +1.6199e+00 -3.5579e+00
38868 +2.441595532e+01 +2.441595532e+01 +5.438595532e+01 +5.438595532e+01 +1.0483e+00 -1.7204e+00 -3.5315e+00 -2.0313e+00 +3.1328e+00 +3.0723e+00 -4.1732e+00 -3.1851e+00 +4.5421e-01 -1.8851e+00 +9.1506e-01 -1.4508e+00 +3.8037e+00 +2.2804e+00 -1.4040e+00 +2.7653e+00 -2.9193e+00 -3.9262e-01 +1.6979e+00 -3.5646e+00
47949 +2.074520729e+01 +2.074520729e+01 +5.071520729e+01 +5.071520729e+01 +1.0469e+00 -1.6936e+00 -3.5747e+00 -1.9924e+00 +3.0811e+00 +3.0883e+00 -4.0672e+00 -3.2084e+00 +5.5867e-01 -1.9017e+00 +9.5825e-01 -1.4325e+00 +3.8266e+00 +2.2302e+00 -1.4583e+00 +2.7239e+00 -2.8819e+00 -4.4334e-01 +1.5712e+00 -3.5114e+00
54039 +1.922198059e+01 +1.922198059e+01 +4.919198059e+01 +4.919198059e+01 +1.0428e+00 -1.7131e+00 -3.5901e+00 -2.0283e+00 +3.0429e+00 +3.0920e+00 -4.1000e+00 -3.2005e+00 +5.9176e-01 -1.8364e+00 +1.0275e+00 -1.4499e+00 +3.8766e+00 +2.2766e+00 -1.4677e+00 +2.7469e+00 -2.8390e+00 -5.4424e-01 +1.6036e+00 -3.5015e+00
55733 +1.775489842e+01 +1.775489842e+01 +4.772489842e+01 +4.772489842e+01 +1.0185e+00 -1.6860e+00 -3.6028e+00 -1.9997e+00 +3.0466e+00 +3.1489e+00 -4.1004e+00 -3.1636e+00 +5.7890e-01 -1.8308e+00 +1.0039e+00 -1.4935e+00 +3.9034e+00 +2.2721e+00 -1.4920e+00 +2.7259e+00 -2.8375e+00 -5.1784e-01 +1.5866e+00 -3.5055e+00
57474 +1.671606767e+01 +1.671606767e+01 +4.668606767e+01 +4.668606767e+01 +1.0324e+00 -1.7327e+00 -3.5802e+00 -1.9941e+00 +3.0789e+00 +3.1102e+00 -4.1340e+00 -3.2243e+00 +5.4803e-01 -1.8709e+00 +9.8669e-01 -1.4755e+00 +3.8642e+00 +2.2877e+00 -1.4749e+00 +2.7433e+00 -2.8444e+00 -4.3946e-01 +1.5929e+00 -3.5046e+00
71503 +1.613679801e+01 +1.613679801e+01 +4.610679801e+01 +4.610679801e+01 +1.0139e+00 -1.7209e+00 -3.5719e+00 -1.9999e+00 +3.0815e+00 +3.1100e+00 -4.0277e+00 -3.1379e+00 +6.0589e-01 -1.8582e+00 +1.0744e+00 -1.5111e+00 +3.9066e+00 +2.2759e+00 -1.4581e+00 +2.7160e+00 -2.8220e+00 -5.7138e-01 +1.5919e+00 -3.4383e+00
71850 +1.436973153e+01 +1.436973153e+01 +4.433973153e+01 +4.433973153e+01 +9.9351e-01 -1.7180e+00 -3.5803e+00 -1.9762e+00 +3.0945e+00 +3.1821e+00 -4.0252e+00 -3.0831e+00 +6.1798e-01 -1.8583e+00 +1.1223e+00 -1.5234e+00 +3.8957e+00 +2.2833e+00 -1.4622e+00 +2.6991e+00 -2.8126e+00 -6.2387e-01 +1.5771e+00 -3.4600e+00
71911 +1.373550818e+01 +1.373550818e+01 +4.370550818e+01 +4.370550818e+01 +9.8843e-01 -1.6756e+00 -3.5879e+00 -1.9732e+00 +3.0703e+00 +3.1741e+00 -4.0724e+00 -3.1276e+00 +5.9725e-01 -1.8370e+00 +1.0679e+00 -1.5419e+00 +3.8750e+00 +2.2862e+00 -1.4546e+00 +2.7044e+00 -2.7766e+00 -5.7976e-01 +1.5887e+00 -3.4517e+00
71950 +1.127792141e+01 +1.127792141e+01 +4.124792141e+01 +4.124792141e+01 +1.0007e+00 -1.7180e+00 -3.5710e+00 -1.9761e+00 +3.0748e+00 +3.1426e+00 -4.0554e+00 -3.1129e+00 +5.9620e-01 -1.8569e+00 +1.0675e+00 -1.5182e+00 +3.8636e+00 +2.2819e+00 -1.4653e+00 +2.7372e+00 -2.8439e+00 -5.4749e-01 +1.5760e+00 -3.4745e+00
74371 +1.073856530e+01 +1.073856530e+01 +4.070856530e+01 +4.070856530e+01 +9.9062e-01 -1.7413e+00 -3.5961e+00 -2.0081e+00 +3.0864e+00 +3.1602e+00 -4.0631e+00 -3.0841e+00 +5.8563e-01 -1.8491e+00 +1.0684e+00 -1.5394e+00 +3.8931e+00 +2.2942e+00 -1.4675e+00 +2.7160e+00 -2.7884e+00 -6.1810e-01 +1.5936e+00 -3.4452e+00
88770 +9.883841167e+00 +9.883841167e+00 +3.985384117e+01 +3.985384117e+01 +9.8507e-01 -1.7030e+00 -3.6007e+00 -1.9878e+00 +3.0746e+00 +3.1839e+00 -4.0629e+00 -3.1333e+00 +6.0082e-01 -1.8342e+00 +1.0676e+00 -1.5147e+00 +3.9210e+00 +2.3040e+00 -1.4655e+00 +2.7187e+00 -2.8102e+00 -6.0282e-01 +1.5531e+00 -3.4555e+00
88858 +7.403417552e+00 +7.403417552e+00 +3.737341755e+01 +3.737341755e+01 +9.9467e-01 -1.7146e+00 -3.6078e+00 -1.9957e+00 +3.0754e+00 +3.1771e+00 -4.0858e+00 -3.1071e+00 +6.1130e-01 -1.8372e+00 +1.0691e+00 -1.5293e+00 +3.8893e+00 +2.2947e+00 -1.4696e+00 +2.7337e+00 -2.7963e+00 -6.1483e-01 +1.5759e+00 -3.4726e+00
97529 +6.962003900e+00 +6.962003900e+00 +3.693200390e+01 +3.693200390e+01 +9.7992e-01 -1.7088e+00 -3.6155e+00 -1.9710e+00 +3.0797e+00 +3.1851e+00 -4.0287e+00 -3.0491e+00 +6.4911e-01 -1.8236e+00 +1.1166e+00 -1.5484e+00 +3.9011e+00 +2.3150e+00 -1.4829e+00 +2.7088e+00 -2.7562e+00 -6.7842e-01 +1.5577e+00 -3.4435e+00
98857 +6.657382172e+00 +6.657382172e+00 +3.662738217e+01 +3.662738217e+01 +9.7384e-01 -1.7193e+00 -3.6020e+00 -1.9835e+00 +3.0717e+00 +3.2016e+00 -4.0333e+00 -3.0742e+00 +6.4384e-01 -1.8370e+00 +1.1208e+00 -1.5501e+00 +3.9159e+00 +2.3162e+00 -1.4785e+00 +2.7127e+00 -2.7805e+00 -6.5410e-01 +1.5632e+00 -3.4382e+00
99525 +6.585135838e+00 +6.585135838e+00 +3.655513584e+01 +3.655513584e+01 +9.7982e-01 -1.7186e+00 -3.6072e+00 -1.9761e+00 +3.0872e+00 +3.2031e+00 -4.0390e+00 -3.0607e+00 +6.3973e-01 -1.8464e+00 +1.0913e+00 -1.5541e+00 +3.9165e+00 +2.3181e+00 -1.4849e+00 +2.7049e+00 -2.7747e+00 -6.8093e-01 +1.5604e+00 -3.4407e+00
99637 +5.862318795e+00 +5.862318795e+00 +3.583231880e+01 +3.583231880e+01 +9.6741e-01 -1.7193e+00 -3.6053e+00 -1.9773e+00 +3.0877e+00 +3.2002e+00 -4.0454e+00 -3.0577e+00 +6.5183e-01 -1.8338e+00 +1.1081e+00 -1.5484e+00 +3.9201e+00 +2.3155e+00 -1.4783e+00 +2.7062e+00 -2.7534e+00 -6.7902e-01 +1.5529e+00 -3.4368e+00
101806 +5.663311848e+00 +5.663311848e+00 +3.563331185e+01 +3.563331185e+01 +9.5878e-01 -1.7187e+00 -3.6137e+00 -1.9763e+00 +3.0907e+00 +3.2064e+00 -4.0208e+00 -3.0507e+00 +6.6217e-01 -1.8278e+00 +1.1271e+00 -1.5679e+00 +3.9148e+00 +2.3183e+00 -1.4867e+00 +2.7211e+00 -2.7693e+00 -6.7074e-01 +1.5561e+00 -3.4394e+00
101922 +5.403467747e+00 +5.403467747e+00 +3.537346775e+01 +3.537346775e+01 +9.6486e-01 -1.7137e+00 -3.6195e+00 -1.9761e+00 +3.0790e+00 +3.2092e+00 -4.0193e+00 -3.0433e+00 +6.6363e-01 -1.8282e+00 +1.1147e+00 -1.5548e+00 +3.9233e+00 +2.3089e+00 -1.4832e+00 +2.7067e+00 -2.7600e+00 -6.8949e-01 +1.5595e+00 -3.4354e+00
102092 +5.173315933e+00 +5.173315933e+00 +3.514331593e+01 +3.514331593e+01 +9.6932e-01 -1.7121e+00 -3.6107e+00 -1.9766e+00 +3.0935e+00 +3.2096e+00 -4.0257e+00 -3.0659e+00 +6.6686e-01 -1.8312e+00 +1.1166e+00 -1.5583e+00 +3.9134e+00 +2.3144e+00 -1.4793e+00 +2.7202e+00 -2.7626e+00 -6.6757e-01 +1.5572e+00 -3.4327e+00
